id,cliente_id,data,valor,moeda,suspeita
500210,36870,2025-03-31,1468.03,EUR,1
500211,46742,2025-04-19,2129.83,BRL,1
500212,70198,2025-03-26,59.1,USD,1
500213,45971,2025-04-14,548.52,EUR,1
500214,46069,2025-03-29,11.65,EUR,1
500215,91139,2025-03-20,2156.49,USD,1
500216,23556,2025-04-12,2263.49,EUR,1
500217,92170,2025-04-18,3846.63,EUR,1
500218,837,2025-03-22,1145.04,BRL,1
500219,66832,2025-03-24,902.18,BRL,0
500220,38519,2025-04-15,1726.52,USD,1
500221,79081,2025-03-26,1947.12,USD,1
500222,74928,2025-03-26,1600.62,EUR,1
500223,91771,2025-03-23,1683.79,USD,1
500224,55776,2025-04-03,4931.09,USD,1
500225,74618,2025-04-10,1412.5,USD,1
500226,63515,2025-03-31,745.0,EUR,1
500227,64206,2025-04-11,1860.33,EUR,1
500228,64110,2025-04-12,4488.89,BRL,1
500229,49576,2025-04-05,4944.05,EUR,1
500230,67571,2025-04-04,2092.13,USD,1
500231,25235,2025-04-13,4062.78,BRL,1
500232,80127,2025-03-24,4244.32,EUR,1
500233,79511,2025-04-17,126.48,EUR,1
500234,274,2025-04-07,1427.14,EUR,1
500235,97749,2025-03-22,1239.99,BRL,1
500236,62898,2025-03-23,2174.82,EUR,1
500237,7035,2025-04-06,3199.97,EUR,1
500238,60531,2025-04-19,3132.73,BRL,1
500239,33775,2025-04-05,532.17,USD,1
500240,68463,2025-03-31,2627.4,USD,1
500241,84475,2025-03-30,4630.21,BRL,1
500242,41448,2025-03-27,3276.38,BRL,1
500243,51565,2025-04-12,1275.98,EUR,1
500244,89102,2025-04-07,3942.38,BRL,1
500245,18448,2025-04-07,2225.6,BRL,0
500246,18200,2025-04-02,3779.13,EUR,1
500247,69871,2025-04-03,709.67,EUR,1
500248,68732,2025-03-31,4484.6,BRL,1
500249,95182,2025-03-30,2928.72,EUR,1
500250,75033,2025-03-30,3347.46,USD,1
500251,9995,2025-03-31,3589.07,BRL,1
500252,22182,2025-04-18,2558.84,EUR,1
500253,32997,2025-04-16,135.99,BRL,0
500254,43224,2025-04-14,3967.54,BRL,1
500255,60670,2025-04-08,4923.78,BRL,1
500256,53915,2025-04-08,4092.87,BRL,1
500257,93073,2025-03-21,4413.79,USD,1
500258,81501,2025-04-09,4095.33,USD,1
500259,7623,2025-04-16,3095.04,BRL,1
500260,59750,2025-04-09,211.75,BRL,0
500261,34326,2025-04-19,956.45,USD,1
500262,18414,2025-03-20,1860.72,BRL,0
500263,34410,2025-03-25,2932.76,USD,1
500264,20237,2025-03-29,698.74,BRL,1
500265,44456,2025-04-02,3713.88,USD,1
500266,46415,2025-04-14,94.73,USD,1
500267,39870,2025-04-14,3013.42,EUR,1
500268,65838,2025-03-29,2873.2,BRL,1
500269,67650,2025-04-12,228.99,USD,1
500270,28207,2025-04-07,4477.35,BRL,1
500271,65771,2025-03-26,4953.43,BRL,1
500272,27038,2025-04-11,3095.8,USD,1
500273,77953,2025-03-23,4951.94,BRL,1
500274,99026,2025-03-30,3983.01,EUR,1
500275,33840,2025-04-12,2816.09,USD,1
500276,88537,2025-04-13,269.89,BRL,1
500277,48266,2025-04-09,4997.07,EUR,1
500278,60572,2025-04-12,864.64,USD,1
500279,51600,2025-04-16,716.84,BRL,0
500280,63751,2025-04-14,1523.99,USD,1
500281,15601,2025-04-19,2376.04,USD,1
500282,46182,2025-03-26,1466.93,EUR,1
500283,60617,2025-04-11,4232.95,BRL,1
500284,91589,2025-03-27,896.34,BRL,0
500285,69872,2025-04-15,1880.85,EUR,1
500286,21783,2025-04-02,537.17,EUR,1
500287,66884,2025-04-14,818.06,BRL,0
500288,98467,2025-03-31,791.25,BRL,0
500289,16200,2025-03-23,1384.36,BRL,1
500290,95618,2025-04-12,4147.89,USD,1
500291,10792,2025-04-15,1504.11,EUR,1
500292,48829,2025-03-26,680.11,EUR,1
500293,95411,2025-03-30,194.25,EUR,1
500294,98530,2025-04-03,968.32,EUR,1
500295,94537,2025-03-26,3066.61,USD,1
500296,43621,2025-03-27,1814.01,BRL,0
500297,39892,2025-04-05,3904.6,EUR,1
500298,68794,2025-04-18,2573.37,EUR,1
500299,74439,2025-04-03,2802.32,USD,1
500300,48036,2025-04-02,3066.12,USD,1
500301,25497,2025-03-28,3884.61,EUR,1
500302,75777,2025-04-15,4559.67,BRL,1
500303,58459,2025-04-12,252.5,USD,1
500304,36838,2025-04-09,3184.57,USD,1
500305,54417,2025-04-06,3326.89,BRL,1
500306,18791,2025-04-19,849.56,EUR,1
500307,96404,2025-04-07,1094.55,BRL,0
500308,62191,2025-04-03,4286.16,BRL,1
500309,85627,2025-04-10,4261.96,USD,1
500310,42343,2025-04-12,3958.09,USD,1
500311,86091,2025-04-12,3833.67,BRL,1
500312,58870,2025-03-24,1961.4,BRL,0
500313,41876,2025-04-16,1407.07,BRL,0
500314,77788,2025-03-20,3792.67,USD,1
500315,52446,2025-04-05,972.74,BRL,1
500316,5560,2025-04-17,50.24,BRL,0
500317,63629,2025-04-02,4119.02,USD,1
500318,56889,2025-04-01,2797.61,BRL,0
500319,55707,2025-04-10,4833.37,BRL,1
500320,74752,2025-04-01,1409.04,EUR,1
500321,74736,2025-04-06,2669.34,EUR,1
500322,44366,2025-03-30,1558.22,EUR,1
500323,28790,2025-04-12,2193.27,USD,1
500324,63955,2025-03-26,4379.26,EUR,1
500325,25887,2025-03-23,848.98,USD,1
500326,81720,2025-04-07,1501.57,BRL,0
500327,76528,2025-04-01,1161.68,BRL,0
500328,30196,2025-03-23,3761.79,EUR,1
500329,41276,2025-04-13,4804.73,EUR,1
500330,32643,2025-03-30,1952.98,BRL,1
500331,5054,2025-03-25,758.07,BRL,0
500332,3193,2025-03-23,4178.94,BRL,1
500333,6343,2025-03-28,2452.35,EUR,1
500334,23220,2025-03-28,2307.99,USD,1
500335,79140,2025-04-15,3441.6,BRL,1
500336,17926,2025-03-24,1993.77,EUR,1
500337,84169,2025-04-17,1856.9,BRL,0
500338,48102,2025-04-13,2028.08,BRL,1
500339,24350,2025-03-27,4850.72,BRL,1
500340,34841,2025-04-10,3364.99,EUR,1
500341,46347,2025-03-25,4322.58,USD,1
500342,26396,2025-03-30,1216.01,EUR,1
500343,59570,2025-04-17,3486.93,USD,1
500344,78175,2025-03-25,1111.03,USD,1
500345,42248,2025-04-17,1445.39,BRL,0
500346,39999,2025-04-16,1498.84,USD,1
500347,55855,2025-04-03,4220.1,EUR,1
500348,42782,2025-04-10,887.99,BRL,0
500349,31989,2025-03-29,4226.36,EUR,1
500350,90377,2025-04-18,2018.0,BRL,0
500351,97643,2025-04-02,258.35,EUR,1
500352,73357,2025-04-04,1994.5,USD,1
500353,9854,2025-04-18,365.13,USD,1
500354,74970,2025-04-15,1877.52,BRL,0
500355,97247,2025-03-28,1671.68,BRL,0
500356,82571,2025-03-30,1152.48,BRL,1
500357,50782,2025-04-19,491.06,USD,1
500358,17242,2025-03-23,3122.37,BRL,1
500359,19729,2025-03-29,4912.44,BRL,1
500360,15862,2025-04-11,2998.2,USD,1
500361,21492,2025-04-01,3510.36,USD,1
500362,73299,2025-04-12,2632.69,USD,1
500363,59156,2025-03-26,2265.61,USD,1
500364,29257,2025-04-06,845.91,USD,1
500365,82655,2025-04-19,71.07,BRL,1
500366,48425,2025-04-01,4149.92,BRL,1
500367,423,2025-04-15,1299.08,BRL,0
500368,99839,2025-03-22,2233.98,USD,1
500369,25974,2025-04-09,2011.27,EUR,1
500370,5845,2025-03-31,153.53,USD,1
500371,53506,2025-03-20,3570.12,EUR,1
500372,21061,2025-03-22,1703.81,USD,1
500373,31661,2025-04-13,700.73,EUR,1
500374,42669,2025-04-16,4398.98,BRL,1
500375,23727,2025-04-10,2412.56,EUR,1
500376,76676,2025-03-22,4694.46,EUR,1
500377,11146,2025-03-30,4133.9,BRL,1
500378,45499,2025-03-28,3765.2,EUR,1
500379,19367,2025-04-08,3330.54,BRL,1
500380,8169,2025-04-04,231.44,EUR,1
500381,26067,2025-04-02,1213.53,USD,1
500382,33776,2025-03-30,245.23,USD,1
500383,19064,2025-03-23,4338.73,BRL,1
500384,85195,2025-04-16,2705.34,BRL,0
500385,47814,2025-04-19,1173.5,USD,1
500386,60604,2025-04-03,1379.36,BRL,0
500387,20579,2025-03-22,2043.42,BRL,1
500388,17471,2025-03-26,3101.43,USD,1
500389,10238,2025-03-29,121.2,BRL,1
500390,60723,2025-03-28,2252.26,EUR,1
500391,10401,2025-04-09,4590.68,BRL,1
500392,93699,2025-04-12,1207.31,EUR,1
500393,8677,2025-04-13,3168.49,USD,1
500394,61947,2025-04-02,1014.79,BRL,0
500395,86222,2025-04-11,592.51,EUR,1
500396,48050,2025-04-16,1590.1,BRL,0
500397,2492,2025-03-25,1677.73,EUR,1
500398,18549,2025-03-31,4698.55,BRL,1
500399,58214,2025-04-17,1420.61,EUR,1
500400,81768,2025-04-10,3226.91,USD,1
500401,18665,2025-04-15,1723.51,EUR,1
500402,6386,2025-03-24,1634.2,EUR,1
500403,88990,2025-04-15,3811.48,EUR,1
500404,55059,2025-04-17,2622.67,USD,1
500405,65727,2025-04-06,696.46,USD,1
500406,71249,2025-04-07,4086.72,USD,1
500407,26969,2025-04-17,1586.05,USD,1
500408,65499,2025-03-22,677.98,USD,1
500409,42829,2025-04-14,4633.9,EUR,1
500410,98226,2025-03-26,873.0,EUR,1
500411,35119,2025-04-16,1360.55,BRL,0
500412,25676,2025-04-04,4816.19,BRL,1
500413,68419,2025-04-08,3758.58,EUR,1
500414,3093,2025-04-04,2898.12,USD,1
500415,47192,2025-03-30,4367.84,USD,1
500416,90246,2025-03-25,197.26,EUR,1
500417,64846,2025-04-14,3484.82,EUR,1
500418,71551,2025-04-14,1746.12,USD,1
500419,36407,2025-03-29,395.91,USD,1
500420,64824,2025-03-29,3149.82,BRL,1
500421,89139,2025-04-02,964.59,BRL,0
500422,83877,2025-03-28,3191.19,USD,1
500423,23804,2025-04-14,3224.8,USD,1
500424,42465,2025-03-21,4947.38,EUR,1
500425,45158,2025-04-05,4532.11,USD,1
500426,45313,2025-03-26,1055.17,USD,1
500427,74567,2025-03-22,3900.98,BRL,1
500428,21550,2025-04-11,4491.07,USD,1
500429,20461,2025-03-20,875.36,EUR,1
500430,86279,2025-04-10,3375.74,USD,1
500431,36081,2025-04-15,2813.2,BRL,0
500432,33347,2025-04-05,2164.45,EUR,1
500433,85343,2025-04-16,2746.1,BRL,0
500434,72961,2025-03-27,1284.9,EUR,1
500435,12547,2025-03-26,1120.42,USD,1
500436,3298,2025-04-09,2427.56,EUR,1
500437,99298,2025-04-08,809.09,EUR,1
500438,61528,2025-04-12,4744.25,USD,1
500439,14703,2025-03-21,4246.27,USD,1
500440,55912,2025-04-14,273.13,USD,1
500441,20508,2025-04-02,2599.63,BRL,0
500442,704,2025-04-08,1277.87,EUR,1
500443,20910,2025-03-26,2817.93,USD,1
500444,17312,2025-04-09,2415.21,EUR,1
500445,80702,2025-03-27,3767.79,USD,1
500446,8544,2025-03-20,256.59,BRL,0
500447,43634,2025-04-04,3744.25,EUR,1
500448,29592,2025-03-24,1768.36,EUR,1
500449,1093,2025-04-06,1867.37,BRL,1
500450,55720,2025-03-24,3250.69,EUR,1
500451,64493,2025-04-06,877.12,USD,1
500452,84198,2025-03-21,516.67,EUR,1
500453,66918,2025-04-14,1521.05,BRL,0
500454,14584,2025-04-11,3999.83,BRL,1
500455,56605,2025-04-09,3592.85,BRL,1
500456,72002,2025-04-16,3850.12,BRL,1
500457,48530,2025-04-09,2411.16,USD,1
500458,12293,2025-04-12,320.54,EUR,1
500459,64648,2025-04-12,2719.96,USD,1
500460,11714,2025-04-18,1111.31,BRL,0
500461,76665,2025-04-18,699.71,EUR,1
500462,15580,2025-04-10,1124.6,BRL,0
500463,46102,2025-04-12,2210.97,USD,1
500464,51833,2025-03-22,3963.59,USD,1
500465,3932,2025-04-11,560.41,BRL,0
500466,7731,2025-03-22,690.24,EUR,1
500467,99478,2025-04-04,4036.78,USD,1
500468,47361,2025-03-20,2833.86,BRL,0
500469,75956,2025-03-29,4369.83,USD,1
500470,8322,2025-04-06,3047.11,BRL,1
500471,62228,2025-04-18,4261.35,EUR,1
500472,24326,2025-03-31,4141.39,BRL,1
500473,16748,2025-04-14,4590.37,BRL,1
500474,27034,2025-04-07,4646.08,BRL,1
500475,41582,2025-03-27,358.35,BRL,0
500476,60349,2025-03-22,4753.75,USD,1
500477,21433,2025-04-08,675.64,EUR,1
500478,83762,2025-04-16,4193.92,BRL,1
500479,83147,2025-04-10,1553.49,EUR,1
500480,26010,2025-04-12,1604.28,USD,1
500481,8552,2025-04-13,3291.65,USD,1
500482,43426,2025-04-02,1964.31,EUR,1
500483,82516,2025-04-05,664.47,BRL,1
500484,41369,2025-04-18,1814.41,USD,1
500485,78911,2025-04-18,2701.15,EUR,1
500486,81221,2025-04-17,1101.3,BRL,0
500487,99871,2025-03-28,1363.63,USD,1
500488,41535,2025-04-09,4840.43,EUR,1
500489,94142,2025-03-20,2711.82,USD,1
500490,21963,2025-03-23,2937.84,EUR,1
500491,28983,2025-03-26,685.7,BRL,0
500492,9487,2025-04-05,2147.6,EUR,1
500493,5410,2025-04-06,1702.42,EUR,1
500494,14786,2025-03-25,3800.93,USD,1
500495,49959,2025-03-23,3338.1,EUR,1
500496,63296,2025-03-25,1052.46,EUR,1
500497,39749,2025-04-19,3831.82,USD,1
500498,63145,2025-03-26,1131.12,USD,1
500499,9393,2025-03-27,1002.52,EUR,1
500500,79093,2025-04-03,670.06,USD,1
500501,256,2025-04-04,603.2,EUR,1
500502,10508,2025-04-01,739.3,EUR,1
500503,90827,2025-04-03,3927.94,USD,1
500504,75683,2025-04-14,3874.17,BRL,1
500505,6270,2025-04-16,3765.68,BRL,1
500506,83501,2025-03-31,4473.56,EUR,1
500507,34675,2025-04-09,653.82,BRL,0
500508,40272,2025-04-17,39.58,USD,1
500509,8210,2025-03-23,2190.16,USD,1
500510,42207,2025-03-20,4045.64,EUR,1
500511,97012,2025-03-21,367.56,EUR,1
500512,90255,2025-03-29,1871.68,EUR,1
500513,1118,2025-03-30,1432.42,EUR,1
500514,45216,2025-04-12,260.86,EUR,1
500515,23281,2025-04-06,2901.03,EUR,1
500516,34376,2025-04-14,3833.49,BRL,1
500517,74782,2025-04-12,4694.9,EUR,1
500518,26171,2025-04-18,1595.95,EUR,1
500519,4480,2025-03-27,3336.05,EUR,1
500520,29533,2025-04-17,3592.44,BRL,1
500521,57256,2025-04-12,3909.39,BRL,1
500522,95908,2025-04-18,1815.3,BRL,0
500523,37824,2025-04-13,4892.8,USD,1
500524,49374,2025-04-02,4061.82,EUR,1
500525,8624,2025-04-07,4404.33,USD,1
500526,97280,2025-04-10,1242.2,BRL,0
500527,19755,2025-04-06,189.92,BRL,1
500528,53812,2025-04-12,3863.09,EUR,1
500529,2190,2025-03-28,703.47,EUR,1
500530,8668,2025-04-05,69.97,EUR,1
500531,4622,2025-04-06,4941.76,BRL,1
500532,34236,2025-03-30,3263.93,EUR,1
500533,64907,2025-04-01,1623.75,EUR,1
500534,46268,2025-03-26,1890.88,EUR,1
500535,72826,2025-04-11,2079.8,BRL,0
500536,82072,2025-04-03,3752.71,EUR,1
500537,92607,2025-04-16,3122.84,EUR,1
500538,25931,2025-04-13,2892.77,BRL,1
500539,93633,2025-04-16,3451.12,BRL,1
500540,58697,2025-04-02,1966.84,USD,1
500541,59162,2025-04-11,2987.58,USD,1
500542,96012,2025-04-12,2056.15,BRL,1
500543,14339,2025-03-26,3692.73,EUR,1
500544,97594,2025-04-15,4376.11,EUR,1
500545,34452,2025-03-22,1241.16,EUR,1
500546,66230,2025-03-26,784.15,BRL,0
500547,57864,2025-04-08,511.37,EUR,1
500548,38640,2025-04-11,3575.75,BRL,1
500549,96749,2025-04-01,4440.72,USD,1
500550,97420,2025-04-19,2258.05,BRL,1
500551,74425,2025-04-18,1122.63,EUR,1
500552,97901,2025-04-02,2555.42,USD,1
500553,15605,2025-03-26,585.76,BRL,0
500554,3032,2025-03-28,164.72,BRL,0
500555,26656,2025-03-28,4263.23,USD,1
500556,33807,2025-04-16,2339.62,USD,1
500557,41074,2025-04-16,2580.76,BRL,0
500558,81647,2025-04-02,4432.21,BRL,1
500559,14129,2025-03-21,3594.94,USD,1
500560,50983,2025-04-03,2105.26,EUR,1
500561,5908,2025-04-09,2237.77,EUR,1
500562,1398,2025-04-03,3811.81,USD,1
500563,17513,2025-04-16,492.63,USD,1
500564,13211,2025-03-29,4880.1,USD,1
500565,23866,2025-03-30,599.46,USD,1
500566,20830,2025-04-19,4885.93,EUR,1
500567,55204,2025-03-23,3756.15,EUR,1
500568,74781,2025-03-24,3184.43,BRL,1
500569,33262,2025-04-17,1775.49,EUR,1
500570,77131,2025-03-24,29.02,BRL,0
500571,73106,2025-04-09,2477.34,EUR,1
500572,24134,2025-03-28,4044.42,BRL,1
500573,85925,2025-04-04,4005.61,BRL,1
500574,35056,2025-04-12,3446.68,EUR,1
500575,75797,2025-04-03,3078.13,EUR,1
500576,15101,2025-04-07,2893.85,USD,1
500577,55528,2025-04-08,1301.15,USD,1
500578,84409,2025-03-29,1078.78,USD,1
500579,5871,2025-03-25,1693.89,BRL,0
500580,30743,2025-04-09,648.77,EUR,1
500581,94243,2025-03-27,4075.37,USD,1
500582,93406,2025-04-19,2603.74,USD,1
500583,39194,2025-03-26,2770.6,EUR,1
500584,69036,2025-04-03,1843.81,EUR,1
500585,84753,2025-04-18,3789.71,BRL,1
500586,21389,2025-04-05,1770.31,USD,1
500587,11445,2025-03-20,3090.95,EUR,1
500588,45133,2025-04-02,2716.91,BRL,0
500589,48334,2025-04-13,726.47,EUR,1
500590,51503,2025-04-11,160.7,USD,1
500591,79961,2025-04-08,3227.39,BRL,1
500592,90863,2025-03-28,3705.03,BRL,1
500593,83813,2025-04-03,2862.66,USD,1
500594,68061,2025-04-08,3886.75,BRL,1
